platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number,rank_within_week
twitch,jasper7se,Jasper7se,77415295,360044,14729,6859,3150,2229,1310213,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/4b329a05-aafd-4e91-87d0-ce8dc80c745c-profile_image-300x300.png,JA,ja,partner,Male,2025-01-06,2025-01-12,2025,2,97
twitch,juansguarnizo,juansguarnizo,121510236,354136,91516,25296,840,12230,2270342,Kings League,https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-300x300.png,CO,es,partner,Male,2025-01-06,2025-01-12,2025,2,98
twitch,montanablack88,MontanaBlack88,45044816,350221,32052,21776,965,4793,1623745,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male,2025-01-06,2025-01-12,2025,2,99
twitch,tikyjr,Tikyjr,87183799,348784,29535,7488,2795,5212,989954,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/f07e20e5-4682-407f-9136-982ca2d0ec1e-profile_image-300x300.png,FR,fr,partner,Male,2025-01-06,2025-01-12,2025,2,100
twitch,betboom_ru,betboom_ru,129339704,2475390,84999,37086,4005,21432,8686970,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/71b70e89-daab-475f-9ea8-b4c461773a01-profile_image-300x300.png,RU,ru,partner,Organization,2025-01-27,2025-02-02,2025,5,1
twitch,caedrel,Caedrel,92038375,2313432,105350,39378,3525,8656,5915216,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,UK,en,partner,Male,2025-01-27,2025-02-02,2025,5,2
twitch,nix,Nix,67708794,2156919,130473,49208,2630,15584,7413589,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/5051503d-254c-4a94-abf5-c9de97b5c9a0-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,3
twitch,loud_coringa,loud_coringa,569325723,1985335,146428,53779,2215,39156,10053668,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/c07acddc-1e1b-479f-97c4-09636f80e857-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,4
twitch,kato_junichi0817,加藤純一うん〇ちゃん,545050196,1833258,93865,25641,4290,2507,6932162,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,5
twitch,kaicenat,KaiCenat,641972806,1799843,226115,94316,1145,65911,8574627,IRL,https://static-cdn.jtvnw.net/jtv_user_pictures/1d8cd548-04fa-49fb-bfcd-f222f73482b6-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,6
twitch,xqc,xQc,71092938,1773923,212157,66941,1590,2081,2734053,DayZ,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2025-01-27,2025-02-02,2025,5,7
twitch,hasanabi,HasanAbi,207813352,1755182,46303,29666,3550,4493,5134815,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,8
twitch,eslcs,ESLCS,31239503,1736416,96942,11037,9440,15139,6285363,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-300x300.png,DE,en,partner,Organization,2025-01-27,2025-02-02,2025,5,9
twitch,zackrawrr,zackrawrr,552120296,1624319,69985,46081,2115,844,2889524,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,10
twitch,nicewigg,NiceWigg,415954300,1448863,73393,30719,2830,10023,3545905,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a10b288f-886d-4cc5-b406-9f42213dadb4-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,11
twitch,caseoh_,caseoh_,267160288,1410803,95984,57003,1485,37247,5251894,Poppy Playtime,https://static-cdn.jtvnw.net/jtv_user_pictures/ef28ba12-c8ed-46d4-838b-a4c95ef5b469-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,12
twitch,k4sen,k4sen,44525650,1410143,58956,31396,2695,4074,3884771,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,13
twitch,eliasn97,eliasn97,238813810,1398180,105712,28584,2935,-1097,1365115,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-300x300.png,DE,de,partner,Male,2025-01-27,2025-02-02,2025,5,14
twitch,ohnepixel,ohnePixel,43683025,1389231,73046,30930,2695,18272,4545411,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2025-01-27,2025-02-02,2025,5,15
twitch,loltyler1,loltyler1,51496027,1383527,97610,27218,3050,6124,4774175,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,16
twitch,gaules,Gaules,181077473,1377833,57080,8260,10010,2930,3043198,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,17
twitch,sodapoppin,sodapoppin,26301881,1355229,98453,32921,2470,5764,4140621,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,18
twitch,fissure_dota_en,fissure_dota_en,146619103,1303860,44289,19857,3940,10604,3630004,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/2a4e569f-00cd-4099-910e-7bb4a88f8fdc-profile_image-300x300.png,RU,en,partner,Organization,2025-01-27,2025-02-02,2025,5,19
twitch,kamet0,Kamet0,27115917,1181587,132353,36080,1965,4331,4208756,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2025-01-27,2025-02-02,2025,5,20
twitch,timthetatman,TimTheTatman,36769016,1176975,30470,20771,3400,16677,3459443,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,21
twitch,pikabooirl,Pikabooirl,27992608,1112133,48609,15465,4315,16912,3129724,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/pikabooirl-profile_image-05cde7918d476f0b-300x300.jpeg,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,22
twitch,jynxzi,Jynxzi,411377640,1071333,37124,24076,2670,11699,5043806,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,23
twitch,otplol_,otplol_,622498423,1067685,55167,6385,10035,1379,2473717,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a58575dc-6414-45f7-a2da-a1ea2bed2e1f-profile_image-300x300.png,FR,fr,partner,Organization,2025-01-27,2025-02-02,2025,5,24
twitch,tarik,tarik,36340781,1062709,74628,15004,4250,2934,3236945,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,25
twitch,velcuz,Velcuz,43607839,1033822,345261,51054,1215,250,87628,The Police Mystery,https://static-cdn.jtvnw.net/jtv_user_pictures/d18ac882-6ead-4ccb-96e2-0bf8fc42f923-profile_image-300x300.png,FI,en,partner,Male,2025-01-27,2025-02-02,2025,5,26
twitch,knekro,knekro,152633332,1010414,104051,25156,2410,5106,2925812,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2025-01-27,2025-02-02,2025,5,27
twitch,playapex,playapex,412132764,952755,57303,18382,3110,12607,3645922,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/da99ca95-5234-4538-abba-f107f5e8401f-profile_image-300x300.png,US,en,partner,Organization,2025-01-27,2025-02-02,2025,5,28
twitch,shroud,shroud,37402112,947612,25724,11945,4760,3218,4076274,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male,2025-01-27,2025-02-02,2025,5,29
twitch,fps_shaka,fps_shaka,49207184,940994,55998,18947,2980,2174,4335235,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,30
twitch,hanjoudesu,はんじょう,524474488,920744,32657,11415,4840,3733,2764786,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/5c970817-82cf-4bc5-9949-248947ff1150-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,31
twitch,plaqueboymax,plaqueboymax,672238954,912473,88191,32883,1665,20651,4455168,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/111c56c3-ac28-423e-ac5b-9c93e10556a8-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,32
twitch,aminematue,aminematue,407388596,871941,101947,45296,1155,6240,3392612,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-300x300.png,FR,fr,partner,Male,2025-01-27,2025-02-02,2025,5,33
twitch,tumblurr,Tumblurr,77827128,852170,39135,22878,2235,-1841,2719072,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2025-01-27,2025-02-02,2025,5,34
twitch,lazvell,Lazvell,48677263,848165,67812,14296,3560,4832,3489480,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/85baa6dc-c2d9-4135-b6d0-dfb429d1230d-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,35
twitch,xaryu,Xaryu,32085830,838569,41629,14376,3500,8233,2811079,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/b79e636b-26ad-49f8-8fd1-60a6e4cf9cca-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,36
twitch,eslcsb,ESLCSb,35936871,807428,60045,14549,3330,14364,3788308,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-300x300.jpeg,,en,partner,Organization,2025-01-27,2025-02-02,2025,5,37
twitch,sasavot,sasavot,89132304,723144,36658,18117,2395,21165,3453799,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,38
twitch,k3soju,k3soju,128293484,716935,18704,12938,3325,1409,1449856,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,39
twitch,alanzoka,alanzoka,38244180,706250,29410,19131,2215,15648,2755159,The Sims,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,40
twitch,paulinholokobr,PaulinhoLOKObr,531177917,703773,70800,43533,970,9504,2609073,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,41
twitch,rubius,Rubius,39276140,691845,43104,25389,1635,11484,2924976,Poppy Playtime,https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-300x300.jpg,ES,es,partner,Male,2025-01-27,2025-02-02,2025,5,42
twitch,greekgodx,Greekgodx,15310631,690705,103010,11593,3575,-723,172346,Dark and Darker,https://static-cdn.jtvnw.net/jtv_user_pictures/f3af4163-7e68-4ce7-8c8e-6d9a86472055-profile_image-300x300.png,UK,en,partner,Male,2025-01-27,2025-02-02,2025,5,43
twitch,mizkif,Mizkif,94753024,681810,23574,17046,2400,-155,3672501,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ddd88d33-6c4f-424f-9246-5f4978c93148-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,44
twitch,stableronaldo,stableronaldo,246450563,674845,39120,19947,2030,2905,2722246,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,45
twitch,lacy,Lacy,494543675,671720,25355,14956,2695,6794,4367226,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,46
twitch,quin69,Quin69,56649026,667966,20071,9600,4175,-2061,1460580,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male,2025-01-27,2025-02-02,2025,5,47
twitch,summit1g,summit1g,26490481,656392,24453,8891,4430,1496,1672302,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,48
twitch,easportsfc,easportsfc,28029009,649370,109068,31677,1230,12299,2133785,EA Sports FC 25,https://static-cdn.jtvnw.net/jtv_user_pictures/d5ac63ef-75f5-4392-9032-ca59a170a4a1-profile_image-300x300.png,US,en,partner,Organization,2025-01-27,2025-02-02,2025,5,49
twitch,strogo,StRoGo,233741947,638174,42814,14130,2710,14033,2653689,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,50
twitch,jltomy,JLTomy,155601320,637877,28563,15310,2500,2246,2046847,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male,2025-01-27,2025-02-02,2025,5,51
twitch,mixwell,Mixwell,96116107,635962,31280,14346,2660,2404,2065266,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/6d3b4513-6824-4912-848c-dc046ee262ad-profile_image-300x300.png,ES,es,partner,Male,2025-01-27,2025-02-02,2025,5,52
twitch,stylishnoob4,stylishnoob4,50988750,622796,27454,11752,3180,532,1798787,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,53
twitch,baiano,Baiano,140772558,585811,36588,3505,10030,801,926685,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/05396d4d-7af0-4b9b-8c7e-c03563b4d448-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,54
twitch,ziqoftw,Ziqoftw,20567961,581203,18079,6825,5110,9269,1962461,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ziqoftw-profile_image-d4d7393232afa39e-300x300.png,SE,en,partner,Male,2025-01-27,2025-02-02,2025,5,55
twitch,thebausffs,Thebausffs,93869876,572517,42346,15978,2150,7473,1828035,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2025-01-27,2025-02-02,2025,5,56
twitch,illojuan,IlloJuan,90075649,561426,52738,36816,915,3947,1841643,Euro Truck Simulator 2,https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-300x300.png,ES,es,partner,Male,2025-01-27,2025-02-02,2025,5,57
twitch,buster,buster,86277097,558269,77934,32680,1025,10627,3206071,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/96d66837-22f0-4393-89c5-2e5c2408485b-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,58
twitch,zarbex,zarbex,403594122,552146,54556,15739,2105,16521,2193534,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2025-01-27,2025-02-02,2025,5,59
twitch,bratishkinoff,bratishkinoff,99899949,548625,38033,20072,1640,11608,1911387,Streamer Life Simulator 2,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,60
twitch,cuxixulivestream,cuxixulivestream,1233909540,541405,13424,3592,9045,2549,,Realities,https://static-cdn.jtvnw.net/jtv_user_pictures/185ed9be-18cd-4d35-a651-a7f2feb4b050-profile_image-300x300.png,,pt,affilate,,2025-01-27,2025-02-02,2025,5,61
twitch,noway4u_sir,NoWay4u_Sir,85397463,540911,23247,11409,2845,1095,1242439,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2025-01-27,2025-02-02,2025,5,62
twitch,moonmoon,MOONMOON,121059319,540167,24853,13705,2365,111,1001707,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,63
twitch,pestily,Pestily,106013742,537828,6754,4151,7775,756,846485,Escape from Tarkov,https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-300x300.png,AU,en,partner,Male,2025-01-27,2025-02-02,2025,5,64
twitch,bysl4m,bySL4M,38759871,522560,30027,11507,2725,5479,2629235,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/b9df0ae8-3f6a-4515-9956-8020e7542f9c-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,65
twitch,dmitry_lixxx,Dmitry_Lixxx,188890121,509890,42138,10907,2805,15331,2585873,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/338e8041-6289-4ba4-9029-d11f54153443-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,66
twitch,sinatraa,sinatraa,138094916,504115,11799,7263,4165,5426,526492,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/d5de7613-5632-4c20-bf83-132f5e4c28ac-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,67
twitch,gabepeixe,gabepeixe,59799994,492703,17185,8708,3395,8208,2868051,Streamer Life Simulator 2,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,68
twitch,esports_rage,esports_rage,620880640,492483,24453,9322,3170,4205,1866945,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/0e28ad7e-4ab8-41b3-bdf3-7e6912407632-profile_image-300x300.png,JA,ja,partner,Organization,2025-01-27,2025-02-02,2025,5,69
twitch,jasontheween,jasontheween,107117952,475218,30231,13140,2170,-4482,2042502,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,70
twitch,recrent,Recrent,39154778,472346,14245,7352,3855,6059,2554294,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2025-01-27,2025-02-02,2025,5,71
twitch,gorgc,Gorgc,108268890,472203,16000,9215,3075,457,1211386,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2025-01-27,2025-02-02,2025,5,72
twitch,streamingitaliaperte,StreamingItaliaPerTe,1230762724,470195,10457,4392,6425,5158,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/8380cfe4-771a-47e4-a176-d94fffec3b55-profile_image-300x300.png,,en,affilate,,2025-01-27,2025-02-02,2025,5,73
twitch,clix,Clix,233300375,468590,42754,15323,1835,4229,2041007,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/6f4129f6-3750-4c02-b7c8-c88a05064129-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,74
twitch,tck10,TcK10,499928989,462237,37856,10160,2730,6351,1347230,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/4e24a619-4154-4d58-b8af-fc4dad46d521-profile_image-300x300.png,BR,pt,partner,Male,2025-01-27,2025-02-02,2025,5,75
twitch,dolcedasousad,DolceDasouSAD,1234532565,457049,13079,2751,9970,1315,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/402ce1f2-e6bc-4020-b927-bf10aa93a192-profile_image-300x300.png,,es,without status,,2025-01-27,2025-02-02,2025,5,76
twitch,piratesoftware,PirateSoftware,151368796,453352,17834,8963,3035,-11213,1062076,Balatro,https://static-cdn.jtvnw.net/jtv_user_pictures/9a1edcb1-7d62-48ab-b071-1ef64ab0f629-profile_image-300x300.png,US,en,partner,Male,2025-01-27,2025-02-02,2025,5,77
twitch,evelone2004,evelone2004,738000896,441795,81528,50492,525,18494,1878325,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/4af340ba-8d13-44e8-9e72-14c4c86d1f20-profile_image-300x300.png,UA,ru,without status,Male,2025-01-27,2025-02-02,2025,5,78
twitch,batora324,バトラ,93828097,437666,11173,5915,4440,1850,1412873,Super Mario Maker 2,https://static-cdn.jtvnw.net/jtv_user_pictures/438af837-c6c1-4bd0-b292-fd35ccc06e29-profile_image-300x300.png,JA,ja,partner,Male,2025-01-27,2025-02-02,2025,5,79
twitch,schradin,SCHRADIN,656099497,437564,22378,12044,2180,13852,1740798,ELDEN RING,https://static-cdn.jtvnw.net/jtv_user_pictures/d17c00c3-92b2-47d7-821f-79ba51b24f40-profile_image-300x300.png,DE,de,partner,Male,2025-01-27,2025-02-02,2025,5,80
twitch,lec,LEC,124422593,436215,41933,24123,1085,2940,1373898,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/faed78ba-1618-4d3b-8211-2e4a5b3f39de-profile_image-300x300.png,EU,en,partner,Organization,2025-01-27,2025-02-02,2025,5,81
